index	name	code	taxonomy	description	bin length	GC%	coverage	# contigs	# features	longest contig	RP Inventory (total: 55)	RP multiple	BSCG Inventory (total: 51)	BSCG multiple	ASCG Inventory (total: 38)	ASCG multiple	curation status	completion status
949	Candidatus_Lloydbacteria_bacterium_RIFOXYC12_FULL_46_25	RifOxyC12_full_RifOxyC12_full_RIF_OD1_09_46_25_curated_46_26	RifOxyC12_full_RIF_OD1_09_46_25_curated, RIF-OD1-9, Parcubacteria, Bacteria	None	755293	45.61	25.72	183	889	23405	41	1	43	2	9	0	Manually curated genome	near complete
955	Candidatus_Falkowbacteria_bacterium_RIFOXYC12_FULL_34_55	RifOxyC12_full_RIFOXYD2_FULL_OD1_Falkowbacteria_34_120_curated_34_56	RIFOXYD2_FULL_OD1_Falkowbacteria_34_120_curated, Falkowbacteria, Parcubacteria, Bacteria	None	1530912	33.99	55.78	39	1461	163716	49	4	48	0	11	1	Manually curated genome	near complete
962	Candidatus_Magasanikbacteria_bacterium_RIFOXYD12_FULL_33_17	RIFOXYD12_FULL_RIFOXYD12_FULL_OD1_Magasanikbacteria_33_17_curated_32_18	RIFOXYD12_FULL_OD1_Magasanikbacteria_33_17_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	1022340	32.39	17.54	134	1036	48387	44	2	46	2	14	2	Manually curated genome	near complete
979	Candidatus_Wolfebacteria_bacterium_RIFOXYD12_FULL_48_21	RIFOXYD12_FULL_RIFOXYD12_FULL_OD1_Wolfebacteria_48_21_curated_48_21	RIFOXYD12_FULL_OD1_Wolfebacteria_48_21_curated, Wolfebacteria, Parcubacteria, Bacteria	None	878700	48.23	21.47	6	925	284435	47	2	46	1	11	1	Manually curated genome	near complete
992	Candidatus_Magasanikbacteria_bacterium_RIFOXYD2_FULL_36_9	RIFOXYD2_FULL_RIFOXYD2_FULL_OD1_Magasanikbacteria_36_9_curated_35_9	RIFOXYD2_FULL_OD1_Magasanikbacteria_36_9_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	708199	34.8	9.16	66	692	27752	41	0	43	0	9	0	Manually curated genome	near complete
993	Candidatus_Magasanikbacteria_bacterium_RIFOXYD2_FULL_41_14	RIFOXYD2_FULL_RIFOXYD2_FULL_OD1_Magasanikbacteria_41_14_curated_41_15	RIFOXYD2_FULL_OD1_Magasanikbacteria_41_14_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	1095127	40.58	14.65	28	1009	137163	49	2	46	1	11	0	Manually curated genome	near complete
996	Candidatus_Taylorbacteria_bacterium_RIFOXYD2_FULL_36_9	RIFOXYD2_FULL_RIFOXYD2_FULL_RIF_OD1_11_36_9_curated_36_9	RIFOXYD2_FULL_RIF_OD1_11_36_9_curated, RIF-OD1-11, Parcubacteria, Bacteria	None	533453	35.71	9.11	41	547	44531	38	1	39	2	8	0	Manually curated genome	partial
997	Parcubacteria_group_bacterium_RIFOXYD2_FULL_52_8	RIFOXYD2_FULL_RIFOXYD2_FULL_OD1_52_8_curated_52_8	RIFOXYD2_FULL_OD1_52_8_curated, Parcubacteria, Bacteria	None	721447	52.17	8.46	65	860	30211	41	1	40	3	5	2	Manually curated genome	partial
999	Candidatus_Zambryskibacteria_bacterium_RIFOXYD2_FULL_43_10	RIFOXYD2_FULL_RIFOXYD2_FULL_RIF_OD1_10_43_10_curated_42_10	RIFOXYD2_FULL_RIF_OD1_10_43_10_curated, RIF-OD1-1, Parcubacteria, Bacteria	None	467686	42.01	10.08	39	542	27877	41	2	43	0	7	0	Manually curated genome	near complete
1002	candidate_division_WWE3_bacterium_RIFOXYD2_FULL_43_10	RIFOXYD2_FULL_RIFOXYD2_FULL_WWE3_43_10_curated_42_10	RIFOXYD2_FULL_WWE3_43_10_curated, WWE3, Bacteria	None	783117	42.33	10.48	32	832	93286	42	1	47	0	7	1	Manually curated genome	near complete
1010	Candidatus_Falkowbacteria_bacterium_RIFOXYD2_FULL_39_16	RIFOXYD2_FULL_RIFOXYA2_FULL_OD1_Falkowbacteria_38_12_curated_38_16	RIFOXYA2_FULL_OD1_Falkowbacteria_38_12_curated, Falkowbacteria, Parcubacteria, Bacteria	None	909786	38.38	15.67	20	869	155154	48	1	48	0	12	0	Manually curated genome	near complete
1011	Candidatus_Vogelbacteria_bacterium_RIFOXYD2_FULL_44_9	RIFOXYD2_FULL_RIFOXYD2_FULL_OD1_44_9_curated_43_9	RIFOXYD2_FULL_OD1_44_9_curated, Parcubacteria, Bacteria	None	550022	43.06	9.3	50	599	37608	44	1	41	2	8	1	Manually curated genome	near complete
1016	Candidatus_Staskawiczbacteria_bacterium_RIFOXYD1_FULL_32_13	RIFOXYD1_FULL_RIFOXYD1_FULL_RIF_OD1_06_32_13_curated_32_12	RIFOXYD1_FULL_RIF_OD1_06_32_13_curated, RIF-OD1-6, Parcubacteria, Bacteria	None	1028434	31.72	12.34	44	1065	113844	43	0	47	0	10	1	Manually curated genome	near complete
1018	Candidatus_Magasanikbacteria_bacterium_RIFOXYD1_FULL_40_23	RIFOXYD1_FULL_RIFOXYD1_FULL_OD1_Magasanikbacteria_40_23_curated_40_23	RIFOXYD1_FULL_OD1_Magasanikbacteria_40_23_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	1074339	39.59	23.14	8	1021	433619	50	0	48	0	9	0	Manually curated genome	near complete
1020	Candidatus_Nomurabacteria_bacterium_RIFOXYD1_FULL_36_19	RIFOXYD1_FULL_GWF1_OD1_36_47_36_10	GWF1_OD1_36_47, Nomurabacteria, Parcubacteria, Bacteria	None	719911	35.96	9.58	34	762	95049	47	1	45	1	10	1	Manually curated genome	near complete
1021	Candidatus_Zambryskibacteria_bacterium_RIFOXYD1_FULL_40_13	RIFOXYD1_FULL_Parcubacteria_bacterium_GW2011_GWE2_42_14_40_14	Parcubacteria bacterium GW2011_GWE2_42_14, Parcubacteria, Bacteria	None	728731	39.71	13.61	10	747	161570	49	2	44	0	10	0	Manually curated genome	near complete
1022	Candidatus_Azambacteria_bacterium_RIFOXYD1_FULL_42_11	RIFOXYD1_FULL_Azambacteria_41_10	Azambacteria, Parcubacteria, Bacteria	None	546161	40.77	10.23	37	627	44750	44	2	43	2	9	1	Manually curated genome	near complete
1024	Candidatus_Vogelbacteria_bacterium_RIFOXYD1_FULL_51_18	RIFOXYD1_FULL_Parcubacteria_52_18	Parcubacteria, Bacteria	None	633812	51.69	18.1	20	704	66760	46	1	44	0	9	0	Manually curated genome	near complete
1025	Candidatus_Brennerbacteria_bacterium_RIFOXYD1_FULL_41_16	RIFOXYD1_FULL_RIFOXYD1_FULL_OD1_41_16_curated_41_17	RIFOXYD1_FULL_OD1_41_16_curated, Parcubacteria, Bacteria	None	655033	40.85	17.22	13	724	202701	43	0	46	0	11	0	Manually curated genome	near complete
1026	Candidatus_Vogelbacteria_bacterium_RIFOXYD1_FULL_44_32	RIFOXYD1_FULL_RIFOXYD1_FULL_OD1_44_32_curated_44_32	RIFOXYD1_FULL_OD1_44_32_curated, Parcubacteria, Bacteria	None	705274	43.94	31.73	5	714	320175	43	1	45	0	9	1	Manually curated genome	near complete
1027	Candidatus_Collierbacteria_bacterium_RIFOXYD1_FULL_40_9	RIFOXYD1_FULL_RIFOXYD1_FULL_OP11_Collierbacteria_40_9_curated_40_9	RIFOXYD1_FULL_OP11_Collierbacteria_40_9_curated, Collierbacteria, Microgenomates, Bacteria	None	810160	39.71	8.69	46	979	82820	37	1	41	2	10	0	Manually curated genome	near complete
1028	Candidatus_Woesebacteria_bacterium_RIFOXYD1_FULL_43_18	RIFOXYD1_FULL_GWC1_OP11_43_13_44_19	GWC1_OP11_43_13, Microgenomates, Bacteria	None	606270	43.75	19.07	22	690	104293	43	1	46	0	8	0	Manually curated genome	near complete
1030	Candidatus_Roizmanbacteria_bacterium_RIFOXYD1_FULL_41_24	RIFOXYD1_FULL_RIFOXYA1_FULL_OP11_Roizmanbacteria_41_12_curated_41_23	RIFOXYA1_FULL_OP11_Roizmanbacteria_41_12_curated, Roizmannbacteria, Microgenomates, Bacteria	None	850038	40.67	23.25	18	885	252624	42	0	45	0	8	1	Manually curated genome	near complete
1037	Candidatus_Pacebacteria_bacterium_RIFOXYD1_FULL_39_27	RIFOXYD1_FULL_RIFOXYA1_FULL_OP11_Pacebacteria_38_18_curated_39_26	RIFOXYA1_FULL_OP11_Pacebacteria_38_18_curated, Pacebacteria, Microgenomates, Bacteria	None	787698	38.77	26.48	10	786	275940	48	1	46	0	11	0	Manually curated genome	near complete
1044	Candidatus_Vogelbacteria_bacterium_RIFOXYD1_FULL_46_19	RIFOXYD1_FULL_RIFOXYD1_FULL_OD1_46_19_curated_45_19	RIFOXYD1_FULL_OD1_46_19_curated, Parcubacteria, Bacteria	None	707755	45.2	18.8	8	731	326014	45	1	44	1	10	1	Manually curated genome	near complete
1047	Candidatus_Kaiserbacteria_bacterium_RIFOXYD1_FULL_42_15	RIFOXYD1_FULL_RIFOXYD1_FULL_OD1_Kaiserbacteria_42_15_curated_42_14	RIFOXYD1_FULL_OD1_Kaiserbacteria_42_15_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	757479	41.74	14.39	43	767	62007	37	1	36	1	11	1	Manually curated genome	partial
1059	Candidatus_Liptonbacteria_bacterium_RIFOXYD1_FULL_36_11	RIFOXYD1_FULL_RIFOXYD1_FULL_OD1_36_11_curated_36_12	RIFOXYD1_FULL_OD1_36_11_curated, Parcubacteria, Bacteria	None	598867	35.95	11.71	30	604	58555	43	1	44	0	9	1	Manually curated genome	near complete
1060	Candidatus_Zambryskibacteria_bacterium_RIFOXYD1_FULL_39_35	RIFOXYD1_FULL_RIFOXYD1_FULL_RIF_OD1_10_39_35_curated_38_35	RIFOXYD1_FULL_RIF_OD1_10_39_35_curated, RIF-OD1-1, Parcubacteria, Bacteria	None	733524	38.49	35.09	19	806	140093	46	1	45	2	9	1	Manually curated genome	near complete
1064	Candidatus_Kaiserbacteria_bacterium_RIFOXYD1_FULL_47_14	RIFOXYD1_FULL_RIFOXYD1_FULL_OD1_Kaiserbacteria_47_14_curated_47_14	RIFOXYD1_FULL_OD1_Kaiserbacteria_47_14_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	628310	46.85	13.59	23	690	82007	43	3	43	0	8	0	Manually curated genome	near complete
1066	Candidatus_Komeilibacteria_bacterium_RIFOXYD1_FULL_37_29	RIFOXYD1_FULL_RIFOXYC1_FULL_RIF_OD1_03_37_11_curated_37_28	RIFOXYC1_FULL_RIF_OD1_03_37_11_curated, RIF-OD1-3, Parcubacteria, Bacteria	None	899340	36.68	28.36	5	872	534444	47	1	47	0	12	0	Manually curated genome	near complete
1068	Candidatus_Giovannonibacteria_bacterium_RIFOXYD1_FULL_48_21	RIFOXYD1_FULL_RIFOXYD1_FULL_OD1_48_21_curated_48_21	RIFOXYD1_FULL_OD1_48_21_curated, Parcubacteria, Bacteria	None	714428	48.0	21.21	5	792	284924	45	1	46	0	9	0	Manually curated genome	near complete
1069	Candidatus_Woesebacteria_bacterium_RIFOXYD1_FULL_40_21	RIFOXYD1_FULL_RIFOXYD1_FULL_OP11_Woesebacteria_40_21_curated_41_21	RIFOXYD1_FULL_OP11_Woesebacteria_40_21_curated, Woesebacteria, Microgenomates, Bacteria	None	456261	40.88	21.41	41	532	32432	45	2	43	1	9	0	Manually curated genome	near complete
1072	Candidatus_Daviesbacteria_bacterium_RIFOXYD1_FULL_41_10	RIFOXYD1_FULL_RIFOXYD1_FULL_OP11_Daviesbacteria_41_10_curated_41_10	RIFOXYD1_FULL_OP11_Daviesbacteria_41_10_curated, Daviesbacteria, Microgenomates, Bacteria	None	828232	40.68	10.02	41	968	94456	42	0	43	3	12	1	Manually curated genome	near complete
1073	Candidatus_Collierbacteria_bacterium_RIFOXYD1_FULL_46_26	RIFOXYD1_FULL_Microgenomates_47_27	Microgenomates, Bacteria	None	671113	46.69	27.18	43	718	60623	44	0	43	1	8	0	Manually curated genome	near complete
1074	candidate_division_WWE3_bacterium_RIFOXYD1_FULL_39_9	RIFOXYD1_FULL_RIFOXYD1_FULL_WWE3_39_9_curated_39_10	RIFOXYD1_FULL_WWE3_39_9_curated, WWE3, Bacteria	None	1088884	38.86	9.5	50	1227	77030	42	1	48	0	10	1	Manually curated genome	near complete
1081	Candidatus_Nealsonbacteria_bacterium_RIFCSPHIGHO2_01_FULL_38_55	RIFCSPHIGHO2_01_FULL_GWA2_OD1_38_27_38_55	GWA2_OD1_38_27, Parcubacteria, Bacteria	None	667615	38.35	54.54	43	686	84468	46	1	45	0	9	0	Manually curated genome	near complete
1084	Candidatus_Levybacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_15	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_41_15_curated_38_18	RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_41_15_curated, Levybacteria, Microgenomates, Bacteria	None	728446	38.03	18.04	10	784	224467	48	2	46	0	9	1	Manually curated genome	near complete
1085	Candidatus_Woesebacteria_bacterium_RIFCSPHIGHO2_01_FULL_44_10	RIFCSPHIGHO2_01_FULL_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_44_14_curated_43_10	RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_44_14_curated, Woesebacteria, Microgenomates, Bacteria	None	809763	43.49	9.99	33	1005	118209	44	1	48	2	12	2	Manually curated genome	near complete
1090	Candidatus_Peribacteria_bacterium_RIFCSPHIGHO2_01_FULL_51_9	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_PER_ii_51_9_curated_50_9	RIFCSPHIGHO2_01_FULL_PER_ii_51_9_curated, PER-ii, Bacteria	None	1066107	50.46	9.34	86	1155	55161	44	1	42	1	6	0	Manually curated genome	near complete
1096	Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_01_FULL_37_25	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_02_FULL_OD1_Nomurabacteria_36_29_curated_36_24	RIFCSPHIGHO2_02_FULL_OD1_Nomurabacteria_36_29_curated, Nomurabacteria, Parcubacteria, Bacteria	None	726250	36.08	24.15	17	761	125899	45	1	45	0	10	0	Manually curated genome	near complete
1097	Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_01_FULL_39_10	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Nomurabacteria_39_10_curated_39_11	RIFCSPHIGHO2_01_FULL_OD1_Nomurabacteria_39_10_curated, Nomurabacteria, Parcubacteria, Bacteria	None	869879	39.42	10.7	65	1051	45560	43	1	44	0	16	1	Manually curated genome	near complete
1103	Candidatus_Lloydbacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_20	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_09_41_20_curated_41_20	RIFCSPHIGHO2_01_FULL_RIF_OD1_09_41_20_curated, RIF-OD1-9, Parcubacteria, Bacteria	None	531881	40.82	19.67	15	578	159571	36	3	37	0	8	0	Manually curated genome	partial
1114	Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_01_FULL_44_24	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_44_24_curated_44_24	RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_44_24_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	970849	44.14	24.18	20	1010	171550	46	2	47	0	10	0	Manually curated genome	near complete
1115	Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_01_FULL_45_18	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_SM2F11_45_18_curated_44_18	RIFCSPHIGHO2_01_FULL_SM2F11_45_18_curated, SM2F11, Bacteria	None	555565	44.49	17.51	31	635	70659	40	3	40	2	8	0	Manually curated genome	partial
1116	Candidatus_Giovannonibacteria_bacterium_RIFCSPHIGHO2_01_FULL_45_24	RIFCSPHIGHO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_46_32_curated_47_21	RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_46_32_curated, Giovannonibacteria, Parcubacteria, Bacteria	None	531142	46.75	20.92	14	605	154117	42	1	41	0	5	0	Manually curated genome	near complete
1117	Candidatus_Giovannonibacteria_bacterium_RIFCSPHIGHO2_01_FULL_45_33	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_02_FULL_OD1_Giovannonibacteria_44_11_curated_44_33	RIFCSPHIGHO2_02_FULL_OD1_Giovannonibacteria_44_11_curated, Giovannonibacteria, Parcubacteria, Bacteria	None	814835	44.33	33.19	38	945	59762	40	1	44	0	9	1	Manually curated genome	near complete
1119	Candidatus_Taylorbacteria_bacterium_RIFCSPHIGHO2_01_FULL_46_22b	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_11_46_22b_curated_45_23	RIFCSPHIGHO2_01_FULL_RIF_OD1_11_46_22b_curated, RIF-OD1-11, Parcubacteria, Bacteria	None	921489	45.45	23.41	13	955	211579	45	1	46	0	9	0	Manually curated genome	near complete
1121	Parcubacteria_group_bacterium_RIFCSPHIGHO2_01_FULL_47_10b	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_47_10b_curated_47_10	RIFCSPHIGHO2_01_FULL_OD1_47_10b_curated, Parcubacteria, Bacteria	None	1012319	47.04	9.91	66	1119	52983	38	0	44	1	10	1	Manually curated genome	near complete
1122	Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_01_FULL_47_27	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_07_47_27_curated_47_27	RIFCSPHIGHO2_01_FULL_RIF_OD1_07_47_27_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	648542	47.43	26.78	41	678	61688	42	0	44	0	8	0	Manually curated genome	near complete
1124	Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_01_FULL_48_25b	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_48_25b_curated_48_25	RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_48_25b_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	562616	47.88	25.08	18	614	72410	45	1	43	0	8	0	Manually curated genome	near complete
1126	Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_01_FULL_49_13	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_49_13_curated_49_13	RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_49_13_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	447189	48.85	12.64	36	533	49025	34	1	37	0	7	1	Manually curated genome	partial
1127	Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_01_FULL_49_22b	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_07_49_22b_curated_50_22	RIFCSPHIGHO2_01_FULL_RIF_OD1_07_49_22b_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	584419	49.62	22.13	33	660	51990	40	0	43	0	12	0	Manually curated genome	near complete
1130	Candidatus_Yonathbacteria_bacterium_RIFCSPHIGHO2_01_FULL_51_10	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_09_51_10_curated_51_10	RIFCSPHIGHO2_01_FULL_RIF_OD1_09_51_10_curated, RIF-OD1-9, Parcubacteria, Bacteria	None	759654	50.94	10.49	45	856	81037	46	2	47	1	9	1	Manually curated genome	near complete
1133	Candidatus_Kaiserbacteria_bacterium_RIFCSPHIGHO2_01_FULL_53_31	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_53_31_curated_53_31	RIFCSPHIGHO2_01_FULL_OD1_Kaiserbacteria_53_31_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	667081	52.5	31.25	16	731	116823	44	1	44	0	8	1	Manually curated genome	near complete
1140	Candidatus_Woesebacteria_bacterium_RIFCSPHIGHO2_01_FULL_37_10	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_37_10_curated_37_10	RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_37_10_curated, Woesebacteria, Microgenomates, Bacteria	None	588161	37.06	10.49	63	648	30925	38	0	41	0	8	0	Manually curated genome	near complete
1142	Candidatus_Levybacteria_bacterium_RIFCSPHIGHO2_01_FULL_38_26	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_38_26_curated_38_27	RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_38_26_curated, Woesebacteria, Microgenomates, Bacteria	None	1134707	38.0	26.81	38	1215	142728	49	3	46	1	9	1	Manually curated genome	near complete
1143	Candidatus_Daviesbacteria_bacterium_RIFCSPHIGHO2_01_FULL_38_8	RIFCSPHIGHO2_01_FULL_GWA2_OP11_38_24_37_8	GWA2_OP11_38_24, Daviesbacteria, Microgenomates, Bacteria	None	822791	37.28	7.66	75	956	33772	38	0	40	1	10	0	Manually curated genome	partial
1145	Candidatus_Roizmanbacteria_bacterium_RIFCSPHIGHO2_01_FULL_39_12b	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Roizmanbacteria_39_12b_curated_39_12	RIFCSPHIGHO2_01_FULL_OP11_Roizmanbacteria_39_12b_curated, Roizmannbacteria, Microgenomates, Bacteria	None	935885	38.52	11.62	39	1021	107485	47	1	45	0	9	0	Manually curated genome	near complete
1148	Candidatus_Curtissbacteria_bacterium_RIFCSPHIGHO2_01_FULL_40_12	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_12_FULL_OP11_Curtissbacteria_41_17_curated_40_11	RIFCSPHIGHO2_12_FULL_OP11_Curtissbacteria_41_17_curated, Curtissbacteria, Microgenomates, Bacteria	None	889109	39.83	11.26	67	1002	45636	45	0	46	3	9	1	Manually curated genome	near complete
1154	Candidatus_Gottesmanbacteria_bacterium_RIFCSPHIGHO2_01_FULL_43_15	RIFCSPHIGHO2_01_FULL_GWB1_OP11_43_11_42_15	GWB1_OP11_43_11, Gottesmanbacteria, Microgenomates, Bacteria	None	1315532	42.48	15.1	62	1382	120381	47	1	46	2	8	0	Manually curated genome	near complete
1158	Candidatus_Collierbacteria_bacterium_RIFCSPHIGHO2_01_FULL_50_25	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OP11_Collierbacteria_50_25_curated_50_25	RIFCSPHIGHO2_01_FULL_OP11_Collierbacteria_50_25_curated, Collierbacteria, Microgenomates, Bacteria	None	729379	49.62	25.28	41	834	99772	43	0	42	0	12	0	Manually curated genome	near complete
1161	Candidatus_Peribacteria_bacterium_RIFCSPHIGHO2_01_FULL_51_35	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_PER_ii_51_35_curated_52_32	RIFCSPHIGHO2_01_FULL_PER_ii_51_35_curated, PER-ii, Bacteria	None	1196444	51.56	31.81	18	1233	266651	48	3	47	1	9	0	Manually curated genome	near complete
1162	Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_01_FULL_45_15	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_Saccharibacteria_45_15_curated_45_15	RIFCSPHIGHO2_01_FULL_Saccharibacteria_45_15_curated, Candidatus Saccharibacteria, Bacteria	None	1220755	45.38	14.88	6	1270	1041121	46	1	47	0	11	1	Manually curated genome	near complete
1164	candidate_division_WWE3_bacterium_RIFCSPHIGHO2_01_FULL_43_9	RIFCSPHIGHO2_01_FULL_WWE3_44_9	WWE3, Bacteria	None	621078	43.73	8.97	50	688	54729	43	0	45	0	8	1	Manually curated genome	near complete
1171	candidate_division_WWE3_bacterium_RIFCSPHIGHO2_01_FULL_40_23	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_WWE3_40_23_curated_40_20	RIFCSPHIGHO2_01_FULL_WWE3_40_23_curated, WWE3, Bacteria	None	1009847	40.47	20.12	8	1033	433632	46	2	48	0	9	0	Manually curated genome	near complete
1172	Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_86	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_12_FULL_SM2F11_42_22_curated_42_87	RIFCSPHIGHO2_12_FULL_SM2F11_42_22_curated, SM2F11, Bacteria	None	848702	41.97	87.29	7	954	345167	45	1	48	1	9	0	Manually curated genome	near complete
1175	Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_01_FULL_46_24	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_SM2F11_46_24_curated_48_24	RIFCSPHIGHO2_01_FULL_SM2F11_46_24_curated, SM2F11, Bacteria	None	847051	48.31	23.83	18	924	178335	47	4	48	1	10	0	Manually curated genome	near complete
1176	Candidatus_Gottesmanbacteria_bacterium_RIFCSPHIGHO2_01_FULL_47_48	RIFCSPHIGHO2_01_FULL_GWA1_OP11_48_10_plus_48_47	GWA1_OP11_48_10_plus, Microgenomates, Bacteria	None	644135	47.74	47.16	18	705	100680	35	0	36	0	6	0	Manually curated genome	partial
1177	Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_01_FULL_50_11	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_SM2F11_50_11_curated_50_11	RIFCSPHIGHO2_01_FULL_SM2F11_50_11_curated, SM2F11, Bacteria	None	880494	50.03	11.15	37	949	56999	45	3	46	1	8	0	Manually curated genome	near complete
1185	Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_01_FULL_39_25	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_06_39_25_curated_39_26	RIFCSPHIGHO2_01_FULL_RIF_OD1_06_39_25_curated, RIF-OD1-6, Parcubacteria, Bacteria	None	743289	39.3	25.79	12	785	271920	45	1	48	2	10	2	Manually curated genome	near complete
1190	Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_21	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_41_21_curated_41_22	RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_41_21_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	704475	41.33	21.74	15	724	157482	44	1	45	0	9	0	Manually curated genome	near complete
1191	Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_27	RIFCSPHIGHO2_01_FULL_Yanofskybacteria_42_26	Yanofskybacteria, Parcubacteria, Bacteria	None	584846	41.5	26.26	44	630	33452	45	0	43	1	7	0	Manually curated genome	near complete
1192	Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_71	RIFCSPHIGHO2_01_FULL_RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_41_52b_curated_41_70	RIFCSPLOWO2_01_FULL_OD1_Nomurabacteria_41_52b_curated, Nomurabacteria, Parcubacteria, Bacteria	None	634259	41.23	70.2	22	654	79565	44	0	45	0	9	0	Manually curated genome	near complete
1199	Candidatus_Buchananbacteria_bacterium_RIFCSPHIGHO2_01_FULL_44_11	RIFCSPHIGHO2_01_FULL_RIFCSPHIGHO2_01_FULL_OD1_Falkowbacteria_44_11_curated_44_14	RIFCSPHIGHO2_01_FULL_OD1_Falkowbacteria_44_11_curated, Falkowbacteria, Parcubacteria, Bacteria	None	943148	44.1	14.07	30	923	147380	42	0	43	0	10	0	Manually curated genome	near complete
